vehicle_telemetry_id,timestamp,registration_number,vehicle_type,vehicle_category,route_origin,route_destination,highway_corridor,current_state,route_progress_pct,current_status,speed_kmh,cargo_payload_tons,passenger_count,fuel_level_pct,engine_temp_c,continuous_driving_hours,driver_fatigue_alert,checkpost_ilp_status,gps_signal_status
VTL-NER-2026-0094,2026-08-25 13:30:00,AS-07-LX-8193,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,63.9,In Transit / Moving,47.5,1.73,3,84.0,94.5,4.6,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0095,2026-08-25 13:30:00,NL-06-FC-2556,Border Roads Construction Dumper,Infrastructure,Kohima,Imphal,NH-02,Manipur,94.2,In Transit / Moving,10.6,10.92,3,58.2,89.9,2.4,Normal,N/A,Strong (4G/5G)
VTL-NER-2026-0096,2026-08-25 13:30:00,AS-01-SE-9046,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Guwahati,Itanagar,NH-15,Assam,27.7,Halted / Traffic Congestion,8.0,1.12,31,56.3,83.4,5.3,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0097,2026-08-25 13:30:00,AS-06-LL-8560,Emergency Relief Convoy / NDRF Truck,Emergency Services,Tezpur,Tawang,NH-13 (Trans-Arunachal),Assam,15.8,In Transit / Moving,31.2,0.98,3,60.2,82.9,7.8,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0098,2026-08-25 13:30:00,MN-07-VW-7634,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Imphal,Moreh (Border),NH-102,Manipur,23.7,In Transit / Moving,67.3,1.34,16,41.5,85.6,2.4,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0099,2026-08-25 13:30:00,NL-01-YT-9010,Interstate Passenger Bus (ASTC/Private),Public Transit,Kohima,Imphal,NH-02,Nagaland,30.3,In Transit / Moving,45.4,3.41,3,23.4,93.9,5.0,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0100,2026-08-25 13:30:00,AS-07-LR-3229,Emergency Relief Convoy / NDRF Truck,Emergency Services,Guwahati,Shillong,NH-06,Assam,27.8,Halted / Traffic Congestion,9.0,11.97,1,41.1,98.1,8.2,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0101,2026-08-25 13:30:00,NL-08-MT-1142,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Dimapur,Kohima,NH-29,Nagaland,70.8,In Transit / Moving,20.6,12.56,2,38.5,84.1,1.6,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0102,2026-08-25 13:30:00,SK-03-ZP-6290,Multi-Axle Container Truck,Cargo / Logistics,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,91.2,In Transit / Moving,19.3,20.45,1,40.6,94.3,7.8,Normal,Pending Inspection,Satellite Fallback
VTL-NER-2026-0103,2026-08-25 13:30:00,TR-05-YR-1132,Interstate Passenger Bus (ASTC/Private),Public Transit,Agartala,Silchar,NH-08,Assam,69.5,In Transit / Moving,33.9,6.2,3,56.0,95.2,1.5,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0104,2026-08-25 13:30:00,AS-07-BU-1886,Fuel Tanker (POL),Hazardous Cargo,Guwahati,Itanagar,NH-15,Assam,5.2,In Transit / Moving,38.7,8.22,1,51.4,92.4,2.4,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0105,2026-08-25 13:30:00,MN-08-MF-1119,Emergency Relief Convoy / NDRF Truck,Emergency Services,Imphal,Moreh (Border),NH-102,Manipur,31.2,In Transit / Moving,33.1,10.72,2,90.8,93.5,2.4,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0106,2026-08-25 13:30:00,NL-09-MW-7481,Multi-Axle Container Truck,Cargo / Logistics,Dimapur,Kohima,NH-29,Nagaland,77.1,In Transit / Moving,33.4,21.99,2,41.0,100.8,8.8,Yes (Exceeded 8 hrs),Pending Inspection,Weak (Mountain Shadow)
VTL-NER-2026-0107,2026-08-25 13:30:00,WB-02-FE-1554,Fuel Tanker (POL),Hazardous Cargo,Siliguri,Gangtok,NH-10,West Bengal,7.3,In Transit / Moving,30.4,11.09,1,92.0,94.7,8.6,Yes (Exceeded 8 hrs),Cleared,Moderate (3G)
VTL-NER-2026-0108,2026-08-25 13:30:00,AS-06-AQ-6451,Multi-Axle Container Truck,Cargo / Logistics,Guwahati,Silchar,NH-27,Assam,47.0,In Transit / Moving,36.7,39.43,1,71.5,101.3,5.2,Normal,N/A,Moderate (3G)
VTL-NER-2026-0109,2026-08-25 13:30:00,AR-03-MN-8903,Interstate Passenger Bus (ASTC/Private),Public Transit,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,91.8,In Transit / Moving,61.9,11.7,3,37.8,98.5,2.0,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0110,2026-08-25 13:30:00,AS-06-NK-1638,Border Roads Construction Dumper,Infrastructure,Tezpur,Tawang,NH-13 (Trans-Arunachal),Arunachal Pradesh,81.7,In Transit / Moving,32.2,13.88,3,73.3,86.2,4.1,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0111,2026-08-25 13:30:00,TR-09-RU-9544,Border Roads Construction Dumper,Infrastructure,Agartala,Silchar,NH-08,Assam,53.2,In Transit / Moving,11.5,2.54,2,48.8,100.0,6.2,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0112,2026-08-25 13:30:00,NL-01-UC-9116,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Kohima,Imphal,NH-02,Nagaland,29.4,Halted / Traffic Congestion,8.5,2.18,2,18.5,85.0,1.0,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0113,2026-08-25 13:30:00,NL-03-NZ-4683,Border Roads Construction Dumper,Infrastructure,Kohima,Imphal,NH-02,Nagaland,12.8,In Transit / Moving,39.3,3.92,1,89.1,101.0,9.1,Yes (Exceeded 8 hrs),Cleared,Satellite Fallback
VTL-NER-2026-0114,2026-08-25 13:30:00,AS-03-SH-5082,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Guwahati,Itanagar,NH-15,Arunachal Pradesh,58.8,In Transit / Moving,63.1,1.23,3,18.1,88.3,4.7,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0115,2026-08-25 13:30:00,AS-07-LM-6268,Multi-Axle Container Truck,Cargo / Logistics,Guwahati,Shillong,NH-06,Assam,38.1,In Transit / Moving,47.0,9.89,2,54.4,101.6,8.1,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0116,2026-08-25 13:30:00,AS-05-HV-5216,Border Roads Construction Dumper,Infrastructure,Tezpur,Tawang,NH-13 (Trans-Arunachal),Assam,24.9,In Transit / Moving,18.8,7.06,3,19.5,90.8,5.2,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0117,2026-08-25 13:30:00,AS-09-NX-1196,Emergency Relief Convoy / NDRF Truck,Emergency Services,Silchar,Aizawl,NH-306,Assam,21.7,Halted / Traffic Congestion,2.9,3.57,2,95.6,95.5,6.6,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0118,2026-08-25 13:30:00,AS-06-RP-1866,Multi-Axle Container Truck,Cargo / Logistics,Guwahati,Shillong,NH-06,Meghalaya,82.8,In Transit / Moving,43.8,4.49,1,38.9,100.5,8.0,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0119,2026-08-25 13:30:00,AS-04-SA-9966,Border Roads Construction Dumper,Infrastructure,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,90.5,In Transit / Moving,27.3,9.77,1,51.7,90.2,3.3,Normal,Cleared,Satellite Fallback
VTL-NER-2026-0120,2026-08-25 13:30:00,NL-02-TL-6776,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Dimapur,Kohima,NH-29,Nagaland,8.0,In Transit / Moving,46.6,1.53,3,71.8,84.4,3.7,Normal,Pending Inspection,Satellite Fallback
VTL-NER-2026-0121,2026-08-25 13:30:00,SK-06-XC-6935,Interstate Passenger Bus (ASTC/Private),Public Transit,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,57.2,In Transit / Moving,41.9,9.52,1,63.4,98.5,5.3,Normal,Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0122,2026-08-25 13:30:00,TR-02-RL-7530,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Agartala,Silchar,NH-08,Tripura,43.0,In Transit / Moving,46.9,1.24,12,92.7,89.7,8.7,Yes (Exceeded 8 hrs),N/A,Strong (4G/5G)
VTL-NER-2026-0123,2026-08-25 13:30:00,ML-02-TV-3607,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Shillong,Silchar,NH-06,Meghalaya,37.3,In Transit / Moving,65.4,0.99,32,69.1,100.6,6.6,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0124,2026-08-25 13:30:00,AS-06-HU-5839,Multi-Axle Container Truck,Cargo / Logistics,Tezpur,Tawang,NH-13 (Trans-Arunachal),Arunachal Pradesh,58.8,In Transit / Moving,41.5,32.2,1,46.5,83.4,7.8,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0125,2026-08-25 13:30:00,AS-06-EY-2891,Fuel Tanker (POL),Hazardous Cargo,Guwahati,Shillong,NH-06,Assam,33.2,In Transit / Moving,19.7,18.36,3,18.6,96.8,8.5,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0126,2026-08-25 13:30:00,SK-02-QE-8638,Fuel Tanker (POL),Hazardous Cargo,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,69.1,In Transit / Moving,23.1,3.63,2,23.8,88.8,9.1,Yes (Exceeded 8 hrs),Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0127,2026-08-25 13:30:00,AS-09-PE-9630,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,15.8,In Transit / Moving,57.7,1.24,6,21.0,87.7,2.4,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0128,2026-08-25 13:30:00,TR-03-FS-2010,Emergency Relief Convoy / NDRF Truck,Emergency Services,Agartala,Silchar,NH-08,Tripura,8.7,In Transit / Moving,28.7,9.75,1,98.0,82.0,2.9,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0129,2026-08-25 13:30:00,WB-09-EN-2168,Interstate Passenger Bus (ASTC/Private),Public Transit,Siliguri,Gangtok,NH-10,Sikkim,72.5,In Transit / Moving,47.3,0.48,1,53.6,83.5,5.5,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0130,2026-08-25 13:30:00,AS-08-GG-2175,Interstate Passenger Bus (ASTC/Private),Public Transit,Guwahati,Silchar,NH-27,Assam,81.3,Halted / Traffic Congestion,7.7,8.79,2,97.7,98.4,9.0,Yes (Exceeded 8 hrs),Cleared,Moderate (3G)
VTL-NER-2026-0131,2026-08-25 13:30:00,AS-08-SX-3711,Multi-Axle Container Truck,Cargo / Logistics,Silchar,Aizawl,NH-306,Mizoram,90.6,Halted / Traffic Congestion,6.3,5.16,3,88.7,82.6,3.9,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0132,2026-08-25 13:30:00,AS-05-GH-3326,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,58.3,In Transit / Moving,55.2,0.81,31,76.4,100.9,8.2,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0133,2026-08-25 13:30:00,AR-07-YB-1414,Emergency Relief Convoy / NDRF Truck,Emergency Services,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,16.5,Pit Stop / Checkpost Inspection,0.0,12.13,1,97.1,71.3,5.2,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0134,2026-08-25 13:30:00,SK-01-AZ-9830,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,50.2,In Transit / Moving,69.8,0.53,40,30.1,100.1,1.0,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0135,2026-08-25 13:30:00,AS-04-ZG-7818,Fuel Tanker (POL),Hazardous Cargo,Guwahati,Silchar,NH-27,Assam,91.8,In Transit / Moving,23.5,10.15,1,71.7,84.9,4.8,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0136,2026-08-25 13:30:00,WB-01-SI-3195,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Siliguri,Gangtok,NH-10,West Bengal,23.1,Halted / Landslide Blockade,0.0,1.43,33,72.7,75.4,1.5,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0137,2026-08-25 13:30:00,WB-05-LB-8940,Emergency Relief Convoy / NDRF Truck,Emergency Services,Siliguri,Gangtok,NH-10,Sikkim,53.4,Halted / Traffic Congestion,4.4,1.53,1,62.8,95.9,3.5,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0138,2026-08-25 13:30:00,AS-01-RF-7691,Emergency Relief Convoy / NDRF Truck,Emergency Services,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,5.5,In Transit / Moving,31.1,7.83,1,73.1,83.5,6.1,Normal,Customs/Inner Line Permit (ILP) Verification,Satellite Fallback
VTL-NER-2026-0139,2026-08-25 13:30:00,ML-01-YN-8787,Fuel Tanker (POL),Hazardous Cargo,Shillong,Silchar,NH-06,Assam,63.9,In Transit / Moving,41.6,2.27,3,26.0,87.5,6.8,Normal,Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0140,2026-08-25 13:30:00,AS-06-CH-8586,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Guwahati,Shillong,NH-06,Assam,22.4,In Transit / Moving,33.9,8.85,3,56.6,87.3,8.1,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0141,2026-08-25 13:30:00,AS-09-ZJ-8862,Border Roads Construction Dumper,Infrastructure,Guwahati,Shillong,NH-06,Assam,17.9,In Transit / Moving,17.7,6.46,1,30.7,85.8,2.5,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0142,2026-08-25 13:30:00,NL-04-OQ-8553,Border Roads Construction Dumper,Infrastructure,Kohima,Imphal,NH-02,Nagaland,20.4,In Transit / Moving,27.6,8.79,3,24.7,95.9,0.7,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0143,2026-08-25 13:30:00,SK-08-CP-9334,Border Roads Construction Dumper,Infrastructure,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,77.4,In Transit / Moving,12.4,12.36,3,20.1,82.1,2.8,Normal,Customs/Inner Line Permit (ILP) Verification,Moderate (3G)
VTL-NER-2026-0144,2026-08-25 13:30:00,SK-09-DZ-1043,Emergency Relief Convoy / NDRF Truck,Emergency Services,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,29.8,In Transit / Moving,47.8,4.27,3,37.5,85.0,8.9,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0145,2026-08-25 13:30:00,AS-08-WG-7415,Interstate Passenger Bus (ASTC/Private),Public Transit,Silchar,Aizawl,NH-306,Mizoram,75.0,In Transit / Moving,53.8,2.26,2,66.5,95.1,0.8,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0146,2026-08-25 13:30:00,WB-09-DB-3903,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Siliguri,Gangtok,NH-10,West Bengal,32.2,In Transit / Moving,58.5,0.87,22,73.7,92.6,4.5,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0147,2026-08-25 13:30:00,NL-02-OZ-7804,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Kohima,Imphal,NH-02,Nagaland,5.4,In Transit / Moving,57.6,1.37,39,79.2,87.0,8.5,Yes (Exceeded 8 hrs),Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0148,2026-08-25 13:30:00,ML-09-ZJ-3039,Interstate Passenger Bus (ASTC/Private),Public Transit,Shillong,Silchar,NH-06,Assam,74.2,Pit Stop / Checkpost Inspection,0.0,10.13,3,48.5,77.3,2.4,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0149,2026-08-25 13:30:00,AR-06-TL-9640,Fuel Tanker (POL),Hazardous Cargo,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,26.3,In Transit / Moving,24.0,18.23,2,28.8,92.0,6.5,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0150,2026-08-25 13:30:00,NL-01-HD-8722,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Dimapur,Kohima,NH-29,Nagaland,91.8,In Transit / Moving,60.6,1.47,2,74.1,84.0,8.7,Yes (Exceeded 8 hrs),N/A,Strong (4G/5G)
VTL-NER-2026-0151,2026-08-25 13:30:00,AS-05-DE-2673,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,79.1,Halted / Traffic Congestion,12.0,3.26,2,64.1,87.9,0.8,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0152,2026-08-25 13:30:00,AS-08-ZM-8525,Fuel Tanker (POL),Hazardous Cargo,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,53.1,In Transit / Moving,37.6,4.91,3,25.9,98.9,3.4,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0153,2026-08-25 13:30:00,WB-01-GP-1705,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Siliguri,Gangtok,NH-10,West Bengal,30.1,In Transit / Moving,47.7,9.97,1,78.3,95.6,7.3,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0154,2026-08-25 13:30:00,WB-08-IC-4236,Multi-Axle Container Truck,Cargo / Logistics,Siliguri,Gangtok,NH-10,Sikkim,58.5,In Transit / Moving,35.2,14.51,1,77.4,95.1,7.8,Normal,Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0155,2026-08-25 13:30:00,MN-05-DE-5683,Multi-Axle Container Truck,Cargo / Logistics,Imphal,Moreh (Border),NH-102,Manipur,48.0,Halted / Traffic Congestion,3.1,37.64,2,57.2,97.8,6.5,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0156,2026-08-25 13:30:00,AR-02-QB-4806,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,61.7,In Transit / Moving,49.6,18.2,1,52.3,95.5,5.6,Normal,Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0157,2026-08-25 13:30:00,AS-09-AZ-3210,Interstate Passenger Bus (ASTC/Private),Public Transit,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,43.1,In Transit / Moving,47.6,10.95,1,44.6,101.8,1.0,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0158,2026-08-25 13:30:00,NL-08-AY-7072,Emergency Relief Convoy / NDRF Truck,Emergency Services,Kohima,Imphal,NH-02,Nagaland,7.0,In Transit / Moving,54.9,7.91,3,16.5,82.9,6.6,Normal,N/A,Strong (4G/5G)
VTL-NER-2026-0159,2026-08-25 13:30:00,NL-04-ES-4738,Multi-Axle Container Truck,Cargo / Logistics,Dimapur,Kohima,NH-29,Nagaland,58.8,In Transit / Moving,20.1,38.42,3,30.4,84.2,1.4,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0160,2026-08-25 13:30:00,WB-08-XT-2939,Emergency Relief Convoy / NDRF Truck,Emergency Services,Siliguri,Gangtok,NH-10,Sikkim,50.2,In Transit / Moving,55.4,3.14,1,63.8,86.1,2.1,Normal,Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0161,2026-08-25 13:30:00,AS-05-KO-9345,Emergency Relief Convoy / NDRF Truck,Emergency Services,Guwahati,Shillong,NH-06,Assam,15.6,In Transit / Moving,46.7,14.07,2,23.6,101.7,5.7,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0162,2026-08-25 13:30:00,WB-02-KR-2008,Emergency Relief Convoy / NDRF Truck,Emergency Services,Siliguri,Gangtok,NH-10,West Bengal,17.7,In Transit / Moving,53.3,11.4,3,42.7,91.4,4.9,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0163,2026-08-25 13:30:00,SK-04-EN-7897,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,28.0,In Transit / Moving,41.5,1.41,27,59.1,93.3,6.4,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0164,2026-08-25 13:30:00,SK-09-DH-7713,Fuel Tanker (POL),Hazardous Cargo,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,66.5,In Transit / Moving,20.2,9.96,2,80.4,87.7,7.6,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0165,2026-08-25 13:30:00,AS-08-SY-6364,Multi-Axle Container Truck,Cargo / Logistics,Guwahati,Shillong,NH-06,Assam,24.3,In Transit / Moving,25.1,28.34,2,38.3,82.8,8.1,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0166,2026-08-25 13:30:00,SK-06-KB-2031,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,33.9,In Transit / Moving,47.0,16.37,3,66.3,84.1,7.6,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0167,2026-08-25 13:30:00,AS-09-NA-2065,Border Roads Construction Dumper,Infrastructure,Guwahati,Shillong,NH-06,Meghalaya,56.8,Halted / Landslide Blockade,0.0,16.01,2,82.9,73.4,5.1,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0168,2026-08-25 13:30:00,WB-08-PB-9436,Multi-Axle Container Truck,Cargo / Logistics,Siliguri,Gangtok,NH-10,Sikkim,73.2,In Transit / Moving,20.7,4.13,2,56.4,88.0,4.4,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0169,2026-08-25 13:30:00,AS-07-BS-7930,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Guwahati,Shillong,NH-06,Meghalaya,91.9,In Transit / Moving,54.6,1.42,27,81.1,88.4,1.2,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0170,2026-08-25 13:30:00,AR-09-GS-5732,Border Roads Construction Dumper,Infrastructure,Itanagar,Pasighat,NH-415 / NH-15,Arunachal Pradesh,10.4,In Transit / Moving,12.6,13.46,3,64.1,97.0,1.0,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0171,2026-08-25 13:30:00,AS-06-MK-8371,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,40.2,In Transit / Moving,49.4,0.66,14,32.8,85.3,6.0,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0172,2026-08-25 13:30:00,AS-09-GB-9366,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,10.2,In Transit / Moving,29.3,1.63,1,80.7,96.7,9.3,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0173,2026-08-25 13:30:00,AS-03-AZ-8422,Interstate Passenger Bus (ASTC/Private),Public Transit,Guwahati,Itanagar,NH-15,Arunachal Pradesh,54.1,In Transit / Moving,37.4,9.14,3,43.3,82.4,4.9,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0174,2026-08-25 13:30:00,AS-05-KG-7416,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,67.1,In Transit / Moving,62.5,3.07,1,80.8,83.5,2.7,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0175,2026-08-25 13:30:00,NL-08-MM-2811,Emergency Relief Convoy / NDRF Truck,Emergency Services,Dimapur,Kohima,NH-29,Nagaland,78.3,Halted / Landslide Blockade,0.0,14.38,2,92.9,80.4,3.6,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0176,2026-08-25 13:30:00,ML-05-OA-3515,Fuel Tanker (POL),Hazardous Cargo,Shillong,Silchar,NH-06,Meghalaya,21.5,In Transit / Moving,16.9,1.92,3,87.9,87.0,6.3,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0177,2026-08-25 13:30:00,WB-07-NK-3933,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Siliguri,Gangtok,NH-10,Sikkim,82.4,In Transit / Moving,60.9,1.73,38,87.8,85.3,6.2,Normal,Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0178,2026-08-25 13:30:00,TR-05-XZ-8276,Fuel Tanker (POL),Hazardous Cargo,Agartala,Silchar,NH-08,Tripura,23.0,In Transit / Moving,21.8,16.92,3,31.1,93.1,5.5,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0179,2026-08-25 13:30:00,AS-03-LO-6539,Fuel Tanker (POL),Hazardous Cargo,Guwahati,Itanagar,NH-15,Assam,21.9,In Transit / Moving,19.3,10.33,2,34.7,85.7,4.8,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0180,2026-08-25 13:30:00,AS-03-UZ-8620,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Guwahati,Itanagar,NH-15,Arunachal Pradesh,80.0,In Transit / Moving,41.4,1.59,32,65.8,91.3,8.3,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0181,2026-08-25 13:30:00,AS-09-KV-4695,Fuel Tanker (POL),Hazardous Cargo,Tezpur,Tawang,NH-13 (Trans-Arunachal),Arunachal Pradesh,92.9,In Transit / Moving,26.7,11.39,1,74.8,101.2,3.7,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0182,2026-08-25 13:30:00,AS-02-VU-8111,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Guwahati,Silchar,NH-27,Assam,91.2,In Transit / Moving,46.3,1.09,3,74.5,84.1,2.9,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0183,2026-08-25 13:30:00,AS-07-YO-2539,Border Roads Construction Dumper,Infrastructure,Silchar,Aizawl,NH-306,Mizoram,73.1,In Transit / Moving,21.8,7.83,3,27.4,92.1,8.8,Yes (Exceeded 8 hrs),Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0184,2026-08-25 13:30:00,MN-08-BN-1690,Fuel Tanker (POL),Hazardous Cargo,Imphal,Moreh (Border),NH-102,Manipur,82.9,In Transit / Moving,17.6,15.11,1,65.7,93.8,4.3,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0185,2026-08-25 13:30:00,AS-02-GK-6340,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,48.8,In Transit / Moving,54.3,0.72,16,75.8,87.8,0.6,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0186,2026-08-25 13:30:00,TR-07-RW-2666,Interstate Passenger Bus (ASTC/Private),Public Transit,Agartala,Silchar,NH-08,Tripura,47.0,In Transit / Moving,51.9,6.17,1,37.2,92.7,8.3,Yes (Exceeded 8 hrs),Cleared,Weak (Mountain Shadow)
