sample_id,state,district_location,latitude,longitude,elevation_m,landform_type,geological_formation,slope_degrees,aspect_degrees,aspect_cardinal,roughness_index_tri,landcover_class,soil_type,soil_moisture_pct,soil_ph,landslide_risk_level,landslide_susceptibility_score_10,soil_erosion_rate_t_ha_yr,seismic_zone,sensor_status
NER-TRN-MEG-0090,Meghalaya,Tura,25.52782,90.20599,374.2,Garo Hills Spur,Archaean Gneissic Complex,15.18,57.6,NE,19.68,Dense Mixed Evergreen Forest,Peaty Carbonaceous Soil,26.1,5.45,Moderate Risk (Class 3),4.5,40.1,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0091,Arunachal Pradesh,Itanagar,27.08165,93.61174,335.6,Outer Himalayan Foothills (Siwaliks),Siwalik Group Molasse Deposits,19.61,336.1,NW,19.32,Dense Mixed Evergreen Forest,Gravelly Mountain Soil,29.2,6.7,Moderate Risk (Class 3),5.9,41.92,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0092,Arunachal Pradesh,Itanagar,27.06653,93.62303,351.1,Outer Himalayan Foothills (Siwaliks),Siwalik Group Molasse Deposits,13.76,254.9,W,17.66,Shift Agriculture (Jhum),Forest Brown Soil,54.0,5.75,Low Risk (Class 1),2.2,50.93,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0093,Arunachal Pradesh,Itanagar,27.06458,93.60349,320.1,Outer Himalayan Foothills (Siwaliks),Siwalik Group Molasse Deposits,16.11,267.6,W,19.21,Dense Mixed Evergreen Forest,Forest Brown Soil,52.6,5.73,Moderate Risk (Class 3),5.4,31.51,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0094,Arunachal Pradesh,Itanagar,27.08738,93.58799,318.9,Outer Himalayan Foothills (Siwaliks),Siwalik Group Molasse Deposits,12.85,286.6,W,19.02,Dense Mixed Evergreen Forest,Forest Brown Soil,43.3,4.55,Low Risk (Class 1),2.9,36.66,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0095,Arunachal Pradesh,Itanagar,27.08395,93.5934,314.9,Outer Himalayan Foothills (Siwaliks),Siwalik Group Molasse Deposits,21.74,300.0,NW,22.56,Shift Agriculture (Jhum),Podzolic Alpine Soil,32.6,6.66,Moderate Risk (Class 3),6.3,42.96,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0096,Arunachal Pradesh,Itanagar,27.0942,93.6242,346.7,Outer Himalayan Foothills (Siwaliks),Siwalik Group Molasse Deposits,15.66,227.0,SW,16.94,Terrace Farming,Podzolic Alpine Soil,26.5,6.02,Moderate Risk (Class 3),5.3,25.4,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0097,Arunachal Pradesh,Itanagar,27.08268,93.61799,312.0,Outer Himalayan Foothills (Siwaliks),Siwalik Group Molasse Deposits,18.5,2.8,N,17.79,Shift Agriculture (Jhum),Gravelly Mountain Soil,35.2,6.53,Moderate Risk (Class 3),6.7,62.85,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0098,Arunachal Pradesh,Itanagar,27.08742,93.58683,346.6,Outer Himalayan Foothills (Siwaliks),Siwalik Group Molasse Deposits,16.38,349.9,N,18.0,Terrace Farming,Forest Brown Soil,28.0,5.99,Moderate Risk (Class 3),4.7,54.78,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0099,Arunachal Pradesh,Itanagar,27.07437,93.61523,293.9,Outer Himalayan Foothills (Siwaliks),Siwalik Group Molasse Deposits,11.8,110.4,E,11.24,Shift Agriculture (Jhum),Forest Brown Soil,34.6,6.5,Very Low Risk (Class 2),2.2,18.12,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0100,Arunachal Pradesh,Itanagar,27.06529,93.60614,287.7,Outer Himalayan Foothills (Siwaliks),Siwalik Group Molasse Deposits,21.6,20.6,N,19.9,Dense Mixed Evergreen Forest,Gravelly Mountain Soil,57.7,6.57,Moderate Risk (Class 3),6.0,42.8,Zone V (Very High Risk),Maintenance Required
NER-TRN-ARU-0101,Arunachal Pradesh,Pasighat,28.0644,95.34523,179.9,Siang River Apex Valley,Brahmaputra Frontal Belt Sandstone,15.43,279.6,W,19.19,Agricultural Paddy Land,Forest Brown Soil,50.1,6.64,Moderate Risk (Class 3),5.6,28.74,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0102,Arunachal Pradesh,Pasighat,28.06637,95.31743,187.2,Siang River Apex Valley,Brahmaputra Frontal Belt Sandstone,8.12,89.0,E,9.38,Tea Plantation,Podzolic Alpine Soil,45.2,4.54,Very Low Risk (Class 2),2.4,28.58,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0103,Arunachal Pradesh,Pasighat,28.08326,95.33093,125.8,Siang River Apex Valley,Brahmaputra Frontal Belt Sandstone,14.29,300.1,NW,18.15,Agricultural Paddy Land,Podzolic Alpine Soil,28.7,5.63,Very Low Risk (Class 2),1.3,48.14,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0104,Arunachal Pradesh,Pasighat,28.06428,95.34518,136.8,Siang River Apex Valley,Brahmaputra Frontal Belt Sandstone,18.86,84.5,E,23.48,Riverine Marsh / Wetlands,Gravelly Mountain Soil,26.7,6.0,Moderate Risk (Class 3),6.6,54.71,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0105,Arunachal Pradesh,Pasighat,28.06186,95.31859,129.8,Siang River Apex Valley,Brahmaputra Frontal Belt Sandstone,11.75,225.0,SW,14.27,Agricultural Paddy Land,Gravelly Mountain Soil,31.4,6.42,Low Risk (Class 1),3.1,28.72,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0106,Arunachal Pradesh,Pasighat,28.08087,95.33302,189.0,Siang River Apex Valley,Brahmaputra Frontal Belt Sandstone,23.1,348.0,N,23.21,Agricultural Paddy Land,Forest Brown Soil,25.8,5.66,High Risk (Class 4),4.5,79.62,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0107,Arunachal Pradesh,Pasighat,28.07567,95.31116,124.7,Siang River Apex Valley,Brahmaputra Frontal Belt Sandstone,12.21,127.7,SE,12.47,Agricultural Paddy Land,Forest Brown Soil,50.4,6.8,Very Low Risk (Class 2),2.2,16.51,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0108,Arunachal Pradesh,Pasighat,28.07458,95.3246,176.1,Siang River Apex Valley,Brahmaputra Frontal Belt Sandstone,13.61,352.6,N,15.95,Tea Plantation,Forest Brown Soil,53.9,5.88,Low Risk (Class 1),3.1,27.8,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0109,Arunachal Pradesh,Pasighat,28.05823,95.32414,142.9,Siang River Apex Valley,Brahmaputra Frontal Belt Sandstone,15.23,302.4,NW,18.55,Agricultural Paddy Land,Gravelly Mountain Soil,47.4,4.78,Moderate Risk (Class 3),6.6,21.02,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0110,Arunachal Pradesh,Pasighat,28.05921,95.31257,128.4,Siang River Apex Valley,Brahmaputra Frontal Belt Sandstone,17.91,347.7,N,19.04,Tea Plantation,Forest Brown Soil,52.1,5.34,Moderate Risk (Class 3),4.6,64.55,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0111,Arunachal Pradesh,Tawang,27.57544,91.86139,3105.3,High Alpine Glacier Valley,Higher Himalayan Crystalline (Gneiss/Schist),20.35,285.9,W,21.33,Sub-alpine Coniferous Forest,Podzolic Alpine Soil,46.5,6.26,High Risk (Class 4),5.2,40.72,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0112,Arunachal Pradesh,Tawang,27.58426,91.85476,3105.4,High Alpine Glacier Valley,Higher Himalayan Crystalline (Gneiss/Schist),43.47,314.8,NW,42.95,Sub-alpine Coniferous Forest,Forest Brown Soil,26.4,4.86,Very High Risk (Class 5),9.4,146.99,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0113,Arunachal Pradesh,Tawang,27.57638,91.86872,3150.4,High Alpine Glacier Valley,Higher Himalayan Crystalline (Gneiss/Schist),26.23,300.6,NW,30.26,Alpine Meadow / Scrub,Gravelly Mountain Soil,55.3,6.7,Moderate Risk (Class 3),6.4,53.79,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0114,Arunachal Pradesh,Tawang,27.59893,91.8791,3037.8,High Alpine Glacier Valley,Higher Himalayan Crystalline (Gneiss/Schist),22.24,177.6,S,25.06,Sub-alpine Coniferous Forest,Podzolic Alpine Soil,61.0,5.02,Moderate Risk (Class 3),5.3,52.49,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0115,Arunachal Pradesh,Tawang,27.56965,91.86113,3100.3,High Alpine Glacier Valley,Higher Himalayan Crystalline (Gneiss/Schist),51.19,14.1,N,51.0,Bare Rock / Scree,Podzolic Alpine Soil,27.0,5.38,High Risk (Class 4),9.3,85.32,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0116,Arunachal Pradesh,Tawang,27.59525,91.84865,2935.5,High Alpine Glacier Valley,Higher Himalayan Crystalline (Gneiss/Schist),30.17,278.3,W,27.86,Bare Rock / Scree,Podzolic Alpine Soil,31.9,5.97,High Risk (Class 4),4.8,106.5,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0117,Arunachal Pradesh,Tawang,27.5954,91.87045,3158.7,High Alpine Glacier Valley,Higher Himalayan Crystalline (Gneiss/Schist),20.31,236.4,SW,25.7,Sub-alpine Coniferous Forest,Gravelly Mountain Soil,31.3,5.78,High Risk (Class 4),4.2,44.12,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0118,Arunachal Pradesh,Tawang,27.57922,91.86855,2950.9,High Alpine Glacier Valley,Higher Himalayan Crystalline (Gneiss/Schist),48.48,92.9,E,43.48,Alpine Meadow / Scrub,Gravelly Mountain Soil,45.9,5.6,Very High Risk (Class 5),7.1,95.54,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0119,Arunachal Pradesh,Tawang,27.58356,91.85886,2932.6,High Alpine Glacier Valley,Higher Himalayan Crystalline (Gneiss/Schist),24.77,231.8,SW,24.56,Alpine Meadow / Scrub,Gravelly Mountain Soil,22.6,5.51,Moderate Risk (Class 3),6.1,57.0,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0120,Arunachal Pradesh,Tawang,27.58011,91.8482,3161.5,High Alpine Glacier Valley,Higher Himalayan Crystalline (Gneiss/Schist),45.9,235.0,SW,42.36,Sub-alpine Coniferous Forest,Podzolic Alpine Soil,54.0,4.59,High Risk (Class 4),9.7,154.81,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0121,Arunachal Pradesh,Dirang,27.34288,92.22791,1440.3,Intermontane River Basin,Lesser Himalayan Metasediments,51.85,279.4,W,46.69,Dense Evergreen Broadleaf Forest,Gravelly Mountain Soil,47.0,5.51,High Risk (Class 4),8.7,106.14,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0122,Arunachal Pradesh,Dirang,27.34302,92.22376,1649.8,Intermontane River Basin,Lesser Himalayan Metasediments,32.03,319.6,NW,30.71,Degraded Forest / Bamboo Brake,Gravelly Mountain Soil,39.7,6.25,Moderate Risk (Class 3),4.0,102.21,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0123,Arunachal Pradesh,Dirang,27.36817,92.24959,1481.4,Intermontane River Basin,Lesser Himalayan Metasediments,31.16,223.5,SW,27.95,Dense Evergreen Broadleaf Forest,Gravelly Mountain Soil,39.2,6.09,Moderate Risk (Class 3),4.5,55.48,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0124,Arunachal Pradesh,Dirang,27.34384,92.22703,1441.9,Intermontane River Basin,Lesser Himalayan Metasediments,26.13,173.1,S,30.51,Terrace Farming,Podzolic Alpine Soil,23.6,5.57,High Risk (Class 4),4.2,52.45,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0125,Arunachal Pradesh,Dirang,27.36776,92.23905,1638.3,Intermontane River Basin,Lesser Himalayan Metasediments,32.75,88.5,E,34.67,Degraded Forest / Bamboo Brake,Forest Brown Soil,60.4,5.76,Moderate Risk (Class 3),5.2,66.33,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0126,Arunachal Pradesh,Dirang,27.35908,92.23518,1454.3,Intermontane River Basin,Lesser Himalayan Metasediments,34.46,318.8,NW,34.52,Degraded Forest / Bamboo Brake,Forest Brown Soil,55.2,5.99,High Risk (Class 4),6.1,44.89,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0127,Arunachal Pradesh,Dirang,27.33883,92.22077,1451.0,Intermontane River Basin,Lesser Himalayan Metasediments,43.49,48.6,NE,42.67,Dense Evergreen Broadleaf Forest,Gravelly Mountain Soil,67.3,5.81,Very High Risk (Class 5),9.7,157.65,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0128,Arunachal Pradesh,Dirang,27.37683,92.25085,1466.5,Intermontane River Basin,Lesser Himalayan Metasediments,28.56,54.0,NE,30.56,Terrace Farming,Podzolic Alpine Soil,62.0,4.91,Moderate Risk (Class 3),4.6,69.66,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0129,Arunachal Pradesh,Dirang,27.37714,92.23218,1563.9,Intermontane River Basin,Lesser Himalayan Metasediments,19.5,114.3,SE,18.36,Shift Agriculture (Jhum),Gravelly Mountain Soil,35.8,6.05,Moderate Risk (Class 3),5.4,46.96,Zone V (Very High Risk),Active / Normal
NER-TRN-ARU-0130,Arunachal Pradesh,Dirang,27.37484,92.24391,1490.5,Intermontane River Basin,Lesser Himalayan Metasediments,40.01,102.0,E,40.55,Dense Evergreen Broadleaf Forest,Podzolic Alpine Soil,62.6,5.47,High Risk (Class 4),7.6,64.79,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0131,Manipur,Imphal,24.81884,93.91862,814.7,Intermontane Lacustrine Basin (Loktai Basin),Fluvio-Lacustrine Silt & Clay,13.68,33.8,NE,14.35,Subtropical Pine Forest,Red Clay Loam,44.9,5.36,Low Risk (Class 1),1.1,45.41,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0132,Manipur,Imphal,24.80269,93.95382,734.7,Intermontane Lacustrine Basin (Loktai Basin),Fluvio-Lacustrine Silt & Clay,21.24,105.0,E,20.83,Subtropical Pine Forest,Lacustrine Silt Clay,29.7,6.0,Very High Risk (Class 5),9.8,63.88,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0133,Manipur,Imphal,24.8082,93.94672,863.2,Intermontane Lacustrine Basin (Loktai Basin),Fluvio-Lacustrine Silt & Clay,11.65,289.6,W,14.42,Terrace Farming,Lacustrine Silt Clay,53.0,6.58,Low Risk (Class 1),2.2,35.02,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0134,Manipur,Imphal,24.80481,93.95505,882.8,Intermontane Lacustrine Basin (Loktai Basin),Fluvio-Lacustrine Silt & Clay,15.13,238.1,SW,20.8,Dense Mixed Evergreen Forest,Lacustrine Silt Clay,38.1,5.63,Moderate Risk (Class 3),4.5,23.99,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0135,Manipur,Imphal,24.81079,93.93608,739.4,Intermontane Lacustrine Basin (Loktai Basin),Fluvio-Lacustrine Silt & Clay,11.05,334.9,NW,13.99,Dense Mixed Evergreen Forest,Ferruginous Red Soil,29.9,4.96,Low Risk (Class 1),3.8,32.06,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0136,Manipur,Imphal,24.82887,93.95046,808.6,Intermontane Lacustrine Basin (Loktai Basin),Fluvio-Lacustrine Silt & Clay,11.97,191.0,S,17.15,Shift Agriculture (Jhum),Red Clay Loam,66.3,5.46,Low Risk (Class 1),3.9,32.48,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0137,Manipur,Imphal,24.79837,93.92518,719.0,Intermontane Lacustrine Basin (Loktai Basin),Fluvio-Lacustrine Silt & Clay,23.44,10.0,N,28.13,Dense Mixed Evergreen Forest,Ferruginous Red Soil,66.1,4.81,Moderate Risk (Class 3),5.0,84.82,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0138,Manipur,Imphal,24.81716,93.95215,697.8,Intermontane Lacustrine Basin (Loktai Basin),Fluvio-Lacustrine Silt & Clay,23.62,76.9,E,27.44,Terrace Farming,Red Clay Loam,26.0,5.54,High Risk (Class 4),7.2,82.23,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0139,Manipur,Imphal,24.80011,93.92056,742.8,Intermontane Lacustrine Basin (Loktai Basin),Fluvio-Lacustrine Silt & Clay,24.03,136.9,SE,24.89,Subtropical Pine Forest,Ferruginous Red Soil,45.1,6.03,Moderate Risk (Class 3),4.4,46.25,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0140,Manipur,Imphal,24.8335,93.94117,839.1,Intermontane Lacustrine Basin (Loktai Basin),Fluvio-Lacustrine Silt & Clay,10.59,342.9,N,15.72,Subtropical Pine Forest,Ferruginous Red Soil,39.0,6.79,Low Risk (Class 1),2.0,20.74,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0141,Manipur,Churachandpur,24.32241,93.67079,876.6,Dissected Western Hill Ranges,Disang Group Shales & Mudstones,26.97,140.9,SE,31.25,Shift Agriculture (Jhum),Lacustrine Silt Clay,27.3,5.03,Very High Risk (Class 5),8.9,72.63,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0142,Manipur,Churachandpur,24.3491,93.70246,936.5,Dissected Western Hill Ranges,Disang Group Shales & Mudstones,18.73,159.9,S,23.27,Shift Agriculture (Jhum),Lacustrine Silt Clay,37.2,5.95,Moderate Risk (Class 3),4.7,36.36,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0143,Manipur,Churachandpur,24.32774,93.68743,967.8,Dissected Western Hill Ranges,Disang Group Shales & Mudstones,34.41,99.8,E,30.83,Dense Evergreen Broadleaf Forest,Ferruginous Red Soil,58.6,5.39,Moderate Risk (Class 3),6.2,95.94,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0144,Manipur,Churachandpur,24.33778,93.67554,907.5,Dissected Western Hill Ranges,Disang Group Shales & Mudstones,41.39,298.5,NW,38.51,Exposed Rock Ridge,Red Clay Loam,63.1,5.57,High Risk (Class 4),9.2,56.69,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0145,Manipur,Churachandpur,24.31666,93.70064,818.9,Dissected Western Hill Ranges,Disang Group Shales & Mudstones,20.83,298.3,NW,23.05,Dense Mixed Evergreen Forest,Ferruginous Red Soil,47.3,5.55,Moderate Risk (Class 3),5.2,29.68,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0146,Manipur,Churachandpur,24.33029,93.68253,1020.1,Dissected Western Hill Ranges,Disang Group Shales & Mudstones,42.4,44.3,NE,40.45,Exposed Rock Ridge,Ferruginous Red Soil,44.5,4.92,Very High Risk (Class 5),9.1,57.26,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0147,Manipur,Churachandpur,24.33908,93.69868,998.7,Dissected Western Hill Ranges,Disang Group Shales & Mudstones,49.54,142.5,SE,47.73,Dense Evergreen Broadleaf Forest,Red Clay Loam,67.7,4.85,High Risk (Class 4),7.9,107.53,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0148,Manipur,Churachandpur,24.31672,93.69719,828.0,Dissected Western Hill Ranges,Disang Group Shales & Mudstones,29.62,48.1,NE,31.87,Terrace Farming,Lacustrine Silt Clay,67.2,5.48,Very High Risk (Class 5),8.8,45.52,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0149,Manipur,Churachandpur,24.32644,93.67407,802.3,Dissected Western Hill Ranges,Disang Group Shales & Mudstones,47.13,37.6,NE,47.74,Degraded Forest / Bamboo Brake,Red Clay Loam,58.2,4.55,High Risk (Class 4),8.7,150.89,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0150,Manipur,Churachandpur,24.32164,93.70177,959.8,Dissected Western Hill Ranges,Disang Group Shales & Mudstones,35.33,25.9,NE,36.77,Degraded Forest / Bamboo Brake,Ferruginous Red Soil,30.3,4.79,Very High Risk (Class 5),7.0,128.51,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0151,Manipur,Ukhrul,25.11038,94.36546,1727.5,High Elevation Folded Ridge,Indo-Myanmar Ophiolite Belt,44.48,80.1,E,39.88,Dense Evergreen Broadleaf Forest,Lacustrine Silt Clay,65.9,5.8,Very High Risk (Class 5),7.6,97.42,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0152,Manipur,Ukhrul,25.13244,94.36499,1622.8,High Elevation Folded Ridge,Indo-Myanmar Ophiolite Belt,41.65,8.8,N,41.27,Exposed Rock Ridge,Lacustrine Silt Clay,40.0,5.54,Very High Risk (Class 5),7.7,69.48,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0153,Manipur,Ukhrul,25.12306,94.35658,1698.2,High Elevation Folded Ridge,Indo-Myanmar Ophiolite Belt,22.86,44.6,NE,23.67,Subtropical Pine Forest,Ferruginous Red Soil,27.9,5.53,Moderate Risk (Class 3),6.9,64.29,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0154,Manipur,Ukhrul,25.1229,94.38059,1739.9,High Elevation Folded Ridge,Indo-Myanmar Ophiolite Belt,41.58,326.4,NW,39.99,Exposed Rock Ridge,Lacustrine Silt Clay,36.4,5.9,High Risk (Class 4),7.2,94.12,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0155,Manipur,Ukhrul,25.12647,94.38541,1708.2,High Elevation Folded Ridge,Indo-Myanmar Ophiolite Belt,42.53,108.9,E,38.45,Exposed Rock Ridge,Lacustrine Silt Clay,63.6,6.76,High Risk (Class 4),8.5,97.32,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0156,Manipur,Ukhrul,25.12711,94.35943,1699.9,High Elevation Folded Ridge,Indo-Myanmar Ophiolite Belt,45.15,244.2,SW,43.26,Exposed Rock Ridge,Ferruginous Red Soil,36.1,5.78,High Risk (Class 4),7.3,119.89,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0157,Manipur,Ukhrul,25.11885,94.37204,1720.4,High Elevation Folded Ridge,Indo-Myanmar Ophiolite Belt,35.34,15.7,N,35.69,Exposed Rock Ridge,Red Clay Loam,54.5,5.51,High Risk (Class 4),9.3,65.53,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0158,Manipur,Ukhrul,25.11617,94.37185,1596.5,High Elevation Folded Ridge,Indo-Myanmar Ophiolite Belt,49.53,10.3,N,49.78,Degraded Forest / Bamboo Brake,Ferruginous Red Soil,64.9,5.12,Very High Risk (Class 5),8.7,170.93,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0159,Manipur,Ukhrul,25.13223,94.35608,1559.1,High Elevation Folded Ridge,Indo-Myanmar Ophiolite Belt,29.02,84.4,E,29.77,Subtropical Pine Forest,Lacustrine Silt Clay,27.9,5.79,High Risk (Class 4),9.2,44.57,Zone V (Very High Risk),Active / Normal
NER-TRN-MAN-0160,Manipur,Ukhrul,25.11705,94.38053,1748.2,High Elevation Folded Ridge,Indo-Myanmar Ophiolite Belt,28.48,318.2,NW,27.67,Shift Agriculture (Jhum),Red Clay Loam,57.6,4.72,Very High Risk (Class 5),7.5,38.27,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0161,Mizoram,Aizawl,23.71496,92.72481,1118.2,Linear Steep Mountain Ridge,Surma Group Alternating Sandstone & Shale,31.46,205.7,SW,28.49,Degraded Forest / Bamboo Brake,Silty Clay,44.3,5.19,Very High Risk (Class 5),7.3,89.52,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0162,Mizoram,Aizawl,23.72334,92.71244,1069.3,Linear Steep Mountain Ridge,Surma Group Alternating Sandstone & Shale,24.39,265.5,W,22.33,Terrace Farming,Residual Red Clay,40.6,5.23,Very High Risk (Class 5),9.1,62.64,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0163,Mizoram,Aizawl,23.74341,92.70191,1236.0,Linear Steep Mountain Ridge,Surma Group Alternating Sandstone & Shale,25.97,73.4,E,29.88,Subtropical Pine Forest,Residual Red Clay,59.5,4.64,High Risk (Class 4),8.2,61.39,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0164,Mizoram,Aizawl,23.73764,92.71174,1111.4,Linear Steep Mountain Ridge,Surma Group Alternating Sandstone & Shale,37.16,213.9,SW,36.48,Dense Evergreen Broadleaf Forest,Sandstone Derived Loam,57.7,5.8,Very High Risk (Class 5),9.0,95.95,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0165,Mizoram,Aizawl,23.71995,92.72742,1052.3,Linear Steep Mountain Ridge,Surma Group Alternating Sandstone & Shale,44.5,31.5,NE,39.03,Degraded Forest / Bamboo Brake,Silty Clay,33.2,5.79,Very High Risk (Class 5),8.9,140.32,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0166,Mizoram,Aizawl,23.74001,92.7348,1156.0,Linear Steep Mountain Ridge,Surma Group Alternating Sandstone & Shale,34.07,140.5,SE,34.48,Dense Evergreen Broadleaf Forest,Residual Red Clay,34.0,4.69,Very High Risk (Class 5),8.9,118.16,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0167,Mizoram,Aizawl,23.73436,92.70666,1056.8,Linear Steep Mountain Ridge,Surma Group Alternating Sandstone & Shale,24.85,289.5,W,24.92,Shift Agriculture (Jhum),Silty Clay,54.5,6.73,High Risk (Class 4),7.1,32.32,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0168,Mizoram,Aizawl,23.73723,92.72545,1023.8,Linear Steep Mountain Ridge,Surma Group Alternating Sandstone & Shale,43.6,83.7,E,44.22,Exposed Rock Ridge,Sandstone Derived Loam,41.0,4.93,Very High Risk (Class 5),9.4,158.04,Zone V (Very High Risk),Maintenance Required
NER-TRN-MIZ-0169,Mizoram,Aizawl,23.72755,92.73452,1016.7,Linear Steep Mountain Ridge,Surma Group Alternating Sandstone & Shale,22.66,131.2,SE,23.21,Shift Agriculture (Jhum),Silty Clay,40.1,5.35,Very High Risk (Class 5),8.9,28.04,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0170,Mizoram,Aizawl,23.73432,92.703,1249.3,Linear Steep Mountain Ridge,Surma Group Alternating Sandstone & Shale,30.01,181.9,S,26.94,Degraded Forest / Bamboo Brake,Sandstone Derived Loam,40.7,6.44,Moderate Risk (Class 3),4.1,39.2,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0171,Mizoram,Lunglei,22.87014,92.75085,682.0,Anticline Ridge Flank,Bhuban Formation Sandstone,13.56,341.2,N,13.94,Terrace Farming,Residual Red Clay,36.0,4.91,Very Low Risk (Class 2),3.3,16.69,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0172,Mizoram,Lunglei,22.90548,92.72026,712.6,Anticline Ridge Flank,Bhuban Formation Sandstone,23.18,87.3,E,23.41,Terrace Farming,Silty Clay,45.3,6.02,High Risk (Class 4),9.1,48.84,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0173,Mizoram,Lunglei,22.88766,92.71983,813.7,Anticline Ridge Flank,Bhuban Formation Sandstone,13.29,174.9,S,19.17,Terrace Farming,Silty Clay,24.7,6.22,Very Low Risk (Class 2),1.2,32.17,Zone V (Very High Risk),Active / Normal
NER-TRN-MIZ-0174,Mizoram,Lunglei,22.90001,92.72454,706.7,Anticline Ridge Flank,Bhuban Formation Sandstone,9.78,181.4,S,13.42,Terrace Farming,Sandstone Derived Loam,32.3,4.61,Low Risk (Class 1),1.7,13.76,Zone V (Very High Risk),Active / Normal
